City,State,MGrid,Zip,Lat/Long
"""ALABASTER",AL,EM63of,35007,"33.22  -86.82"""
"""SILURIA",AL,EM63og,35144,"33.25  -86.79"""
"""ALABASTER",AL,EM63og,35144,"33.25  -86.79"""
"""ELLIOTSVILLE",AL,EM63og,35144,"33.25  -86.79"""
"""ELLIOTSVL",AL,EM63og,35144,"33.25  -86.79"""
"""ELLIOTSVLE",AL,EM63og,35144,"33.25  -86.79"""
"""ALBERTA",AL,EM62hf,36720,"32.23  -87.41"""
"""ALBERTVILLE",AL,EM64vg,35950,"34.26  -86.2"""
"""ALBERTVILLE",AL,EM64vg,35951,"34.26  -86.2"""
"""ALEXANDER CITY",AL,EM72aw,35010,"32.92  -85.93"""
"""ALEX CITY",AL,EM72aw,35010,"32.92  -85.93"""
"""ALEXANDER CITY",AL,EM72aw,35011,"32.92  -85.93"""
"""ALEX CITY",AL,EM72aw,35011,"32.92  -85.93"""
"""ALEXANDRIA",AL,EM73bs,36250,"33.78  -85.9"""
"""ALICEVILLE",AL,EM53wc,35442,"33.12  -88.15"""
"""OLD MEMPHIS",AL,EM53wc,35442,"33.12  -88.15"""
"""COCHRANE",AL,EM53wc,35442,"33.12  -88.15"""
"""MCMULLEN",AL,EM53wc,35442,"33.12  -88.15"""
"""ALLGOOD",AL,EM63rv,35013,"33.9  -86.51"""
"""ALPINE",AL,EM63vh,35014,"33.33  -86.18"""
"""ALTON",AL,EM63qo,35015,"33.61  -86.59"""
"""ALTOONA",AL,EM64ua,35952,"34.03  -86.31"""
"""SNEAD",AL,EM64ua,35952,"34.03  -86.31"""
"""SUSAN MOORE",AL,EM64ua,35952,"34.03  -86.31"""
"""ANDALUSIA",AL,EM61sh,36420,"31.3  -86.48"""
"""BABBIE",AL,EM61sh,36420,"31.3  -86.48"""
"""CAROLINA",AL,EM61sh,36420,"31.3  -86.48"""
"""HEATH",AL,EM61sh,36420,"31.3  -86.48"""
"""SANFORD",AL,EM61sh,36420,"31.3  -86.48"""
"""DIXIE",AL,EM61sh,36420,"31.3  -86.48"""
"""LIBERTYVILLE",AL,EM61sh,36420,"31.3  -86.48"""
"""PLEASANT HOME",AL,EM61sh,36420,"31.3  -86.48"""
"""ROME",AL,EM61sh,36420,"31.3  -86.48"""
"""STRAUGHN",AL,EM61sh,36420,"31.3  -86.48"""
"""ANDALUSIA",AL,EM61si,36421,"31.37  -86.47"""
"""ANDERSON",AL,EM64iv,35610,"34.91  -87.27"""
"""ANNEMANIE",AL,EM62fb,36721,"32.07  -87.56"""
"""ANNISTON",AL,EM73cp,36201,"33.66  -85.81"""
"""ANNISTON",AL,EM73cp,36202,"33.66  -85.81"""
"""OXFORD",AL,EM73cp,36203,"33.66  -85.81"""
"""ANNISTON",AL,EM73cp,36203,"33.66  -85.81"""
"""ANNISTON",AL,EM73cp,36204,"33.66  -85.81"""
"""BLUE MOUNTAIN",AL,EM73cp,36204,"33.66  -85.81"""
"""ANNISTON",AL,EM73cp,36205,"33.66  -85.81"""
"""FORT MC CLELLAN",AL,EM73cp,36205,"33.66  -85.81"""
"""FT MC CLELLAN",AL,EM73cp,36205,"33.66  -85.81"""
"""FT MCCLELLAN",AL,EM73cp,36205,"33.66  -85.81"""
"""ANNISTON",AL,EM73cp,36206,"33.66  -85.81"""
"""ANNISTON",AL,EM73cp,36207,"33.66  -85.81"""
"""ARAB",AL,EM64sh,35016,"34.32  -86.5"""
"""ARITON",AL,EM71do,36311,"31.59  -85.71"""
"""ARLEY",AL,EM64jb,35541,"34.08  -87.21"""
"""ARLINGTON",AL,EM62fb,36722,"32.07  -87.56"""
"""ASHFORD",AL,EM71je,36312,"31.18  -85.23"""
"""AVON",AL,EM71je,36312,"31.18  -85.23"""
"""ASHLAND",AL,EM73cg,36251,"33.27  -85.83"""
"""BLUFF SPRING",AL,EM73cg,36251,"33.27  -85.83"""
"""CARR MILL",AL,EM73cg,36251,"33.27  -85.83"""
"""GIBSONVILLE",AL,EM73cg,36251,"33.27  -85.83"""
"""HARKINS CROSSROADS",AL,EM73cg,36251,"33.27  -85.83"""
"""IDAHO",AL,EM73cg,36251,"33.27  -85.83"""
"""ASHVILLE",AL,EM63ut,35953,"33.83  -86.26"""
"""ATHENS",AL,EM64ms,35611,"34.78  -86.95"""
"""ATHENS",AL,EM64ms,35612,"34.78  -86.95"""
"""ATHENS",AL,EM64ms,35613,"34.78  -86.95"""
"""ATHENS",AL,EM64ms,35614,"34.78  -86.95"""
"""ATMORE",AL,EM61ga,36502,"31.02  -87.49"""
"""MC CULLOUGH",AL,EM61ga,36502,"31.02  -87.49"""
"""MCCULLOUGH",AL,EM61ga,36502,"31.02  -87.49"""
"""CANOE",AL,EM61ga,36502,"31.02  -87.49"""
"""ATMORE",AL,EM61ga,36503,"31.02  -87.49"""
"""ATMORE",AL,EM61ga,36504,"31.02  -87.49"""
"""ATTALLA",AL,EM64wa,35954,"34.01  -86.1"""
"""IVALEE",AL,EM64wa,35954,"34.01  -86.1"""
"""REECE CITY",AL,EM64wa,35954,"34.01  -86.1"""
"""RIDGEVILLE",AL,EM64wa,35954,"34.01  -86.1"""
"""ROCKLEDGE",AL,EM64wa,35954,"34.01  -86.1"""
"""AUBURN",AL,EM72go,36830,"32.59  -85.48"""
"""WAVERLY",AL,EM72go,36830,"32.59  -85.48"""
"""AUBURN",AL,EM72go,36831,"32.59  -85.48"""
"""AUBURN",AL,EM72go,36832,"32.59  -85.48"""
"""AUBURN UNIVERSITY",AL,EM72go,36849,"32.6  -85.48"""
"""AUBURN",AL,EM72go,36849,"32.6  -85.48"""
"""AUBURN UNIV",AL,EM72go,36849,"32.6  -85.48"""
"""AUBURN UNVRSTY",AL,EM72go,36849,"32.6  -85.48"""
"""AUTAUGAVILLE",AL,EM62qk,36003,"32.43  -86.65"""
"""AXIS",AL,EM50xw,36505,"30.92  -88.02"""
"""LEMOYNE",AL,EM50xw,36505,"30.92  -88.02"""
"""BAILEYTON",AL,EM64qg,35019,"34.26  -86.61"""
"""BANKS",AL,EM71ct,36005,"31.81  -85.83"""
"""PEROTE",AL,EM71dx,36061,"31.99  -85.75"""
"""BANKS",AL,EM71dx,36061,"31.99  -85.75"""
"""BANKSTON",AL,EM63dq,35542,"33.7  -87.68"""
"""BAY MINETTE",AL,EM60cv,36507,"30.88  -87.77"""
"""BROMLEY",AL,EM60cv,36507,"30.88  -87.77"""
"""PINEGROVE",AL,EM60cv,36507,"30.88  -87.77"""
"""BAYOU LA BATRE",AL,EM50vj,36509,"30.4  -88.25"""
"""BAYOU LABATRE",AL,EM50vj,36509,"30.4  -88.25"""
"""BEAR CREEK",AL,EM64dg,35543,"34.26  -87.71"""
"""BEATRICE",AL,EM61jr,36425,"31.73  -87.2"""
"""BUENA VISTA",AL,EM61jr,36425,"31.73  -87.2"""
"""BEAVERTON",AL,EM53xw,35544,"33.93  -88.02"""
"""BELK",AL,EM63ap,35545,"33.64  -87.92"""
"""BELLE MINA",AL,EM64op,35615,"34.65  -86.82"""
"""BELLWOOD",AL,EM71ce,36313,"31.17  -85.79"""
"""BERRY",AL,EM63ep,35546,"33.66  -87.6"""
"""BESSEMER",AL,EM63mi,35020,"33.37  -86.96"""
"""BRIGHTON",AL,EM63mi,35020,"33.37  -86.96"""
"""BESSEMER",AL,EM63mi,35021,"33.37  -86.96"""
"""BESSEMER",AL,EM63mi,35022,"33.37  -86.96"""
"""HELENA",AL,EM63mi,35022,"33.37  -86.96"""
"""BESS",AL,EM63mi,35022,"33.37  -86.96"""
"""HUEYTOWN",AL,EM63mi,35022,"33.37  -86.96"""
"""BESSEMER",AL,EM63mk,35023,"33.43  -86.99"""
"""HUEYTOWN",AL,EM63mk,35023,"33.43  -86.99"""
"""CONCORD",AL,EM63mk,35023,"33.43  -86.99"""
"""HOPEWELL",AL,EM63mk,35023,"33.43  -86.99"""
"""BILLINGSLEY",AL,EM62pp,36006,"32.66  -86.7"""
"""BIRMINGHAM",AL,EM63om,35201,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35202,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35203,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35204,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35205,"33.52  -86.79"""
"""SOUTH HIGHLANDS",AL,EM63om,35205,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35206,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35207,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35208,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35209,"33.52  -86.79"""
"""HOMEWOOD",AL,EM63om,35209,"33.52  -86.79"""
"""MOUNTAIN BRK",AL,EM63om,35209,"33.52  -86.79"""
"""VESTAVIA",AL,EM63om,35209,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35210,"33.52  -86.79"""
"""IRONDALE",AL,EM63om,35210,"33.52  -86.79"""
"""MOUNTAIN BRK",AL,EM63om,35210,"33.52  -86.79"""
"""JEFFERSON PARK",AL,EM63om,35210,"33.52  -86.79"""
"""LIBERTY HIGHLANDS",AL,EM63om,35210,"33.52  -86.79"""
"""OVERTON",AL,EM63om,35210,"33.52  -86.79"""
"""ROSE HILL",AL,EM63om,35210,"33.52  -86.79"""
"""RUFFNER",AL,EM63om,35210,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35211,"33.52  -86.79"""
"""WENONAH",AL,EM63om,35211,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35212,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35213,"33.52  -86.79"""
"""CRESTLINE HEIGHTS",AL,EM63om,35213,"33.52  -86.79"""
"""CRESTLINE HTS",AL,EM63om,35213,"33.52  -86.79"""
"""MOUNTAIN BRK",AL,EM63om,35213,"33.52  -86.79"""
"""CRESTLINE",AL,EM63om,35213,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35214,"33.52  -86.79"""
"""FORESTDALE",AL,EM63om,35214,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35215,"33.52  -86.79"""
"""CENTER POINT",AL,EM63om,35215,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35216,"33.52  -86.79"""
"""HOOVER",AL,EM63om,35216,"33.52  -86.79"""
"""MOUNTAIN BRK",AL,EM63om,35216,"33.52  -86.79"""
"""VESTAVIA",AL,EM63om,35216,"33.52  -86.79"""
"""VESTAVIA HILLS",AL,EM63om,35216,"33.52  -86.79"""
"""VESTAVIA HLS",AL,EM63om,35216,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35217,"33.52  -86.79"""
"""TARRANT",AL,EM63om,35217,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35218,"33.52  -86.79"""
"""ENSLEY",AL,EM63om,35218,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35219,"33.52  -86.79"""
"""MOUNTAIN BRK",AL,EM63om,35219,"33.52  -86.79"""
"""HOMEWD",AL,EM63om,35219,"33.52  -86.79"""
"""HOMEWOOD",AL,EM63om,35219,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35220,"33.52  -86.79"""
"""CENTER POINT",AL,EM63om,35220,"33.52  -86.79"""
"""CENTERPOINT",AL,EM63om,35220,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35221,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35222,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35223,"33.52  -86.79"""
"""MOUNTAIN BRK",AL,EM63om,35223,"33.52  -86.79"""
"""MOUNTAIN BROOK",AL,EM63om,35223,"33.52  -86.79"""
"""VESTAVIA",AL,EM63om,35223,"33.52  -86.79"""
"""ENGLISH VILLAGE",AL,EM63om,35223,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35224,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35226,"33.52  -86.79"""
"""BLUFF PARK",AL,EM63om,35226,"33.52  -86.79"""
"""HOOVER",AL,EM63om,35226,"33.52  -86.79"""
"""VESTAVIA",AL,EM63om,35226,"33.52  -86.79"""
"""VESTAVIA HILLS",AL,EM63om,35226,"33.52  -86.79"""
"""VESTAVIA HLS",AL,EM63om,35226,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35228,"33.52  -86.79"""
"""MIDFIELD",AL,EM63om,35228,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35229,"33.52  -86.79"""
"""BHAM",AL,EM63om,35229,"33.52  -86.79"""
"""SAMFORD UNIVERSITY",AL,EM63om,35229,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35231,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35232,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35233,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35234,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35235,"33.52  -86.79"""
"""CENTER POINT",AL,EM63om,35235,"33.52  -86.79"""
"""CENTERPOINT",AL,EM63om,35235,"33.52  -86.79"""
"""GRAYSON VALLEY",AL,EM63om,35235,"33.52  -86.79"""
"""HUFFMAN",AL,EM63om,35235,"33.52  -86.79"""
"""ROEBUCK PLAZA",AL,EM63om,35235,"33.52  -86.79"""
"""TRUSSVILLE",AL,EM63om,35235,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35236,"33.52  -86.79"""
"""HOOVER",AL,EM63om,35236,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35237,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35238,"33.52  -86.79"""
"""BHAM",AL,EM63om,35238,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35242,"33.52  -86.79"""
"""MEADOWBROOK",AL,EM63om,35242,"33.52  -86.79"""
"""SHOAL CREEK",AL,EM63om,35242,"33.52  -86.79"""
"""VESTAVIA",AL,EM63om,35242,"33.52  -86.79"""
"""VESTAVIA HILLS",AL,EM63om,35242,"33.52  -86.79"""
"""VESTAVIA HLS",AL,EM63om,35242,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35243,"33.52  -86.79"""
"""CAHABA HEIGHTS",AL,EM63om,35243,"33.52  -86.79"""
"""CAHABA HTS",AL,EM63om,35243,"33.52  -86.79"""
"""MOUNTAIN BRK",AL,EM63om,35243,"33.52  -86.79"""
"""VESTAVIA",AL,EM63om,35243,"33.52  -86.79"""
"""MTN BROOK",AL,EM63om,35243,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35244,"33.52  -86.79"""
"""BLUFF PARK",AL,EM63om,35244,"33.52  -86.79"""
"""HOOVER",AL,EM63om,35244,"33.52  -86.79"""
"""RIVERCHASE",AL,EM63om,35244,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35246,"33.52  -86.79"""
"""BHAM",AL,EM63om,35246,"33.52  -86.79"""
"""REGIONS BANK",AL,EM63om,35246,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35249,"33.52  -86.79"""
"""UNIV OF ALABAMA HOSPITAL",AL,EM63om,35249,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35253,"33.52  -86.79"""
"""MOUNTAIN BRK",AL,EM63om,35253,"33.52  -86.79"""
"""MOUNTAIN BROOK",AL,EM63om,35253,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35254,"33.52  -86.79"""
"""BHAM",AL,EM63om,35254,"33.52  -86.79"""
"""BIRMINGHAM SOUTHERN COLLEGE",AL,EM63om,35254,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35255,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35259,"33.52  -86.79"""
"""HOMEWOOD",AL,EM63om,35259,"33.52  -86.79"""
"""MOUNTAIN BRK",AL,EM63om,35259,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35260,"33.52  -86.79"""
"""BHAM",AL,EM63om,35260,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35261,"33.52  -86.79"""
"""BHAM",AL,EM63om,35261,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35266,"33.52  -86.79"""
"""MOUNTAIN BRK",AL,EM63om,35266,"33.52  -86.79"""
"""VESTAVIA",AL,EM63om,35266,"33.52  -86.79"""
"""VESTAVIA HILLS",AL,EM63om,35266,"33.52  -86.79"""
"""VESTAVIA HLS",AL,EM63om,35266,"33.52  -86.79"""
"""BHAM",AL,EM63om,35266,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35282,"33.52  -86.79"""
"""BHAM",AL,EM63om,35282,"33.52  -86.79"""
"""BUSINESS REPLY MAIL",AL,EM63om,35282,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35283,"33.52  -86.79"""
"""BHAM",AL,EM63om,35283,"33.52  -86.79"""
"""CALLER BOXES",AL,EM63om,35283,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35285,"33.52  -86.79"""
"""BHAM",AL,EM63om,35285,"33.52  -86.79"""
"""S S PAYMENT CTR",AL,EM63om,35285,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35287,"33.52  -86.79"""
"""BHAM",AL,EM63om,35287,"33.52  -86.79"""
"""REGIONS BANK",AL,EM63om,35287,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35288,"33.52  -86.79"""
"""BHAM",AL,EM63om,35288,"33.52  -86.79"""
"""REGIONS BANK",AL,EM63om,35288,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35290,"33.52  -86.79"""
"""BHAM",AL,EM63om,35290,"33.52  -86.79"""
"""WELLS FARGO",AL,EM63om,35290,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35291,"33.52  -86.79"""
"""ALABAMA POWER CO",AL,EM63om,35291,"33.52  -86.79"""
"""BHAM",AL,EM63om,35291,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35292,"33.52  -86.79"""
"""ALABAMA POWER CO",AL,EM63om,35292,"33.52  -86.79"""
"""BHAM",AL,EM63om,35292,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35293,"33.52  -86.79"""
"""BHAM",AL,EM63om,35293,"33.52  -86.79"""
"""DEPT OF TREAS BUR ACCTS",AL,EM63om,35293,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35294,"33.52  -86.79"""
"""BHAM",AL,EM63om,35294,"33.52  -86.79"""
"""UNIV OF ALABAMA BIR",AL,EM63om,35294,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35295,"33.52  -86.79"""
"""ALA GAS CORP",AL,EM63om,35295,"33.52  -86.79"""
"""BHAM",AL,EM63om,35295,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35296,"33.52  -86.79"""
"""BHAM",AL,EM63om,35296,"33.52  -86.79"""
"""COMPASS BANK",AL,EM63om,35296,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35297,"33.52  -86.79"""
"""BHAM",AL,EM63om,35297,"33.52  -86.79"""
"""STATE FARM INS",AL,EM63om,35297,"33.52  -86.79"""
"""BIRMINGHAM",AL,EM63om,35298,"33.52  -86.79"""
"""BHAM",AL,EM63om,35298,"33.52  -86.79"""
"""BLUE CROSS-SHIELD",AL,EM63om,35298,"33.52  -86.79"""
"""BLACK",AL,EM71da,36314,"31  -85.74"""
"""BLOUNTSVILLE",AL,EM64rb,35031,"34.08  -86.58"""
"""BOAZ",AL,EM64we,35956,"34.2  -86.15"""
"""SARDIS CITY",AL,EM64we,35956,"34.2  -86.15"""
"""BOAZ",AL,EM64we,35957,"34.2  -86.15"""
"""SARDIS CITY",AL,EM64we,35957,"34.2  -86.15"""
"""BOLIGEE",AL,EM52xs,35443,"32.75  -88.02"""
"""MOUNT HEBRON",AL,EM52xs,35443,"32.75  -88.02"""
"""BON AIR",AL,EM63ug,35032,"33.26  -86.33"""
"""BON SECOUR",AL,EM60dh,36511,"30.31  -87.72"""
"""BOOTH",AL,EM62rl,36008,"32.47  -86.53"""
"""BOYKIN",AL,EM62ib,36723,"32.07  -87.28"""
"""BRANTLEY",AL,EM61vn,36009,"31.58  -86.25"""
"""BREMEN",AL,EM63mw,35033,"33.95  -87"""
"""ARKADELPHIA",AL,EM63mw,35033,"33.95  -87"""
"""BRENT",AL,EM62jw,35034,"32.94  -87.17"""
"""BREWTON",AL,EM61lc,36426,"31.11  -87.07"""
"""EAST BREWTON",AL,EM61lc,36426,"31.11  -87.07"""
"""DAMASCUS",AL,EM61lc,36426,"31.11  -87.07"""
"""DIXONVILLE",AL,EM61lc,36426,"31.11  -87.07"""
"""KEEGO",AL,EM61lc,36426,"31.11  -87.07"""
"""WALLACE",AL,EM61lc,36426,"31.11  -87.07"""
"""BREWTON",AL,EM61lc,36427,"31.11  -87.07"""
"""EAST BREWTON",AL,EM61lc,36427,"31.11  -87.07"""
"""BRIDGEPORT",AL,EM74dw,35740,"34.94  -85.71"""
"""BRIERFIELD",AL,EM63mb,35035,"33.06  -86.98"""
"""BRILLIANT",AL,EM64ca,35548,"34.01  -87.77"""
"""BROOKLYN",AL,EM61og,36429,"31.26  -86.77"""
"""BROOKSIDE",AL,EM63np,35036,"33.63  -86.91"""
"""BROOKWOOD",AL,EM63if,35444,"33.24  -87.32"""
"""BROWNSBORO",AL,EM64sq,35741,"34.7  -86.46"""
"""BRUNDIDGE",AL,EM71cr,36010,"31.71  -85.81"""
"""BRYANT",AL,EM74ew,35958,"34.95  -85.64"""
"""BUCKS",AL,EM51xa,36512,"31.01  -88.02"""
"""BUHL",AL,EM63dg,35446,"33.25  -87.73"""
"""ROMULUS",AL,EM63dg,35446,"33.25  -87.73"""
"""BYNUM",AL,EM73ao,36253,"33.6  -85.95"""
"""CALERA",AL,EM63pc,35040,"33.1  -86.75"""
"""CALVERT",AL,EM51xd,36513,"31.15  -88.01"""
"""CAMDEN",AL,EM61ix,36726,"31.99  -87.29"""
"""MILLERS FERRY",AL,EM61ix,36726,"31.99  -87.29"""
"""CAMPBELL",AL,EM51xw,36727,"31.95  -88.02"""
"""CAMP HILL",AL,EM72et,36850,"32.8  -85.65"""
"""CAPSHAW",AL,EM64ls,35742,"34.77  -87.01"""
"""CARBON HILL",AL,EM63fv,35549,"33.89  -87.52"""
"""CARDIFF",AL,EM63mp,35041,"33.64  -86.92"""
"""CARROLLTON",AL,EM53wg,35447,"33.26  -88.09"""
"""PICKENSVILLE",AL,EM53wg,35447,"33.26  -88.09"""
"""CASTLEBERRY",AL,EM61lg,36432,"31.29  -87.02"""
"""CATHERINE",AL,EM62ge,36728,"32.18  -87.46"""
"""PRAIRIE",AL,EM62ge,36728,"32.18  -87.46"""
"""CEDAR BLUFF",AL,EM74ef,35959,"34.22  -85.59"""
"""CENTRE",AL,EM74dd,35960,"34.15  -85.67"""
"""CENTREVILLE",AL,EM62kw,35042,"32.95  -87.13"""
"""EOLINE",AL,EM62kw,35042,"32.95  -87.13"""
"""CHANCELLOR",AL,EM71be,36316,"31.18  -85.87"""
"""BATTENS CROSSROADS",AL,EM71be,36316,"31.18  -85.87"""
"""CHAPMAN",AL,EM61pp,36015,"31.66  -86.72"""
"""CHATOM",AL,EM51vl,36518,"31.46  -88.25"""
"""CHELSEA",AL,EM63qh,35043,"33.32  -86.63"""
"""CHEROKEE",AL,EM64as,35616,"34.75  -87.96"""
"""CHILDERSBURG",AL,EM63tg,35044,"33.27  -86.35"""
"""COOSA PINES",AL,EM63tg,35044,"33.27  -86.35"""
"""CHOCCOLOCCO",AL,EM73cq,36254,"33.67  -85.83"""
"""CHUNCHULA",AL,EM50vw,36521,"30.92  -88.2"""
"""FELLOWSHIP",AL,EM50vw,36521,"30.92  -88.2"""
"""GEORGETOWN",AL,EM50vw,36521,"30.92  -88.2"""
"""GULF CREST",AL,EM50vw,36521,"30.92  -88.2"""
"""TURNERVILLE",AL,EM50vw,36521,"30.92  -88.2"""
"""CITRONELLE",AL,EM51vc,36522,"31.09  -88.24"""
"""CLANTON",AL,EM62qu,35045,"32.84  -86.62"""
"""CLANTON",AL,EM62qu,35046,"32.84  -86.62"""
"""CLAY",AL,EM63rq,35048,"33.7  -86.58"""
"""CLAYTON",AL,EM71gv,36016,"31.88  -85.45"""
"""CLEVELAND",AL,EM63rx,35049,"33.99  -86.57"""
"""NECTAR",AL,EM63rx,35049,"33.99  -86.57"""
"""CLINTON",AL,EM62aw,35448,"32.93  -87.98"""
"""CLIO",AL,EM71eq,36017,"31.7  -85.61"""
"""BLUE SPRINGS",AL,EM71eq,36017,"31.7  -85.61"""
"""CLOPTON",AL,EM71go,36317,"31.6  -85.43"""
"""CLOVERDALE",AL,EM64cw,35617,"34.95  -87.78"""
"""COALING",AL,EM63hd,35449,"33.15  -87.36"""
"""CODEN",AL,EM50wj,36523,"30.4  -88.16"""
"""ALABAMA PORT",AL,EM50wj,36523,"30.4  -88.16"""
"""HERON BAY",AL,EM50wj,36523,"30.4  -88.16"""
"""MON LOUIS",AL,EM50wj,36523,"30.4  -88.16"""
"""COFFEE SPRINGS",AL,EM71bd,36318,"31.16  -85.9"""
"""COFFEE SPGS",AL,EM71bd,36318,"31.16  -85.9"""
"""COFFEEVILLE",AL,EM51xs,36524,"31.76  -88.08"""
"""COKER",AL,EM63dg,35452,"33.28  -87.67"""
"""COLLINSVILLE",AL,EM74bg,35961,"34.26  -85.86"""
"""COLUMBIA",AL,EM71kg,36319,"31.29  -85.11"""
"""HALEBURG",AL,EM71kg,36319,"31.29  -85.11"""
"""COLUMBIANA",AL,EM63qe,35051,"33.17  -86.6"""
"""COOK SPRINGS",AL,EM63to,35052,"33.59  -86.36"""
"""COOSADA",AL,EM62ul,36020,"32.49  -86.33"""
"""CORDOVA",AL,EM63js,35550,"33.76  -87.19"""
"""BARNEY",AL,EM63js,35550,"33.76  -87.19"""
"""COTTONDALE",AL,EM63hd,35453,"33.16  -87.36"""
"""COALING",AL,EM63hd,35453,"33.16  -87.36"""
"""COTTONTON",AL,EM72kd,36851,"32.13  -85.14"""
"""HOLY TRINITY",AL,EM72kd,36859,"32.16  -85.12"""
"""COTTONTON",AL,EM72kd,36859,"32.16  -85.12"""
"""FORT MITCHELL",AL,EM72kd,36859,"32.16  -85.12"""
"""COTTONWOOD",AL,EM71ib,36320,"31.05  -85.3"""
"""MADRID",AL,EM71ib,36320,"31.05  -85.3"""
"""COURTLAND",AL,EM64ip,35618,"34.66  -87.31"""
"""N COURTLAND",AL,EM64ip,35618,"34.66  -87.31"""
"""NORTH COURTLAND",AL,EM64ip,35618,"34.66  -87.31"""
"""COWARTS",AL,EM71ie,36321,"31.19  -85.3"""
"""COY",AL,EM61gv,36435,"31.89  -87.46"""
"""CRAGFORD",AL,EM73df,36255,"33.21  -85.69"""
"""MELLOW VALLEY",AL,EM73df,36255,"33.21  -85.69"""
"""CRANE HILL",AL,EM64lb,35053,"34.07  -87.05"""
"""CREOLA",AL,EM60av,36525,"30.89  -88"""
"""CROPWELL",AL,EM63tk,35054,"33.45  -86.34"""
"""CROSSVILLE",AL,EM74ag,35962,"34.28  -85.99"""
"""CULLMAN",AL,EM64oe,35055,"34.17  -86.83"""
"""DODGE CITY",AL,EM64oe,35055,"34.17  -86.83"""
"""GOOD HOPE",AL,EM64oe,35055,"34.17  -86.83"""
"""CULLMAN",AL,EM64oe,35056,"34.17  -86.83"""
"""CULLMAN",AL,EM64oe,35057,"34.17  -86.83"""
"""GOOD HOPE",AL,EM64oe,35057,"34.17  -86.83"""
"""CULLMAN",AL,EM64oe,35058,"34.17  -86.83"""
"""CUSSETA",AL,EM72js,36852,"32.75  -85.23"""
